"location_name","latitude","longitude","device_number","device_eui","time","measure_name","value","Date"
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 16:54:09.165,"mc_pm2_5",8.27,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 16:50:01.239,"mc_pm2_5",3.983,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 16:48:14.77,"mc_pm2_5",5.136,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 16:46:31.79,"mc_pm2_5",6.403,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 16:40:40.358,"mc_pm2_5",5.816,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 16:40:05.53,"mc_pm2_5",7.185,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 16:39:48.579,"mc_pm2_5",6.892,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 16:38:40.012,"mc_pm2_5",3.363,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 16:38:27.564,"mc_pm2_5",4.548,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 16:38:20.607,"mc_pm2_5",4.401,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 16:37:53.821,"mc_pm2_5",3.798,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 16:33:03.469,"mc_pm2_5",3.961,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 16:32:38.172,"mc_pm2_5",9.338,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 16:30:36.222,"mc_pm2_5",3.349,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 16:29:18.118,"mc_pm2_5",3.71,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 16:28:30.106,"mc_pm2_5",4.273,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 16:27:20.461,"mc_pm2_5",5.676,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 16:26:07.602,"mc_pm2_5",4.359,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 16:24:41.835,"mc_pm2_5",5.816,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 16:24:16.214,"mc_pm2_5",7.295,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 16:20:01.453,"mc_pm2_5",5.561,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 16:18:14.781,"mc_pm2_5",5.009,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 16:16:31.845,"mc_pm2_5",4.359,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 16:12:28.937,"mc_pm2_5",5.377,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 16:10:05.59,"mc_pm2_5",7.245,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 16:08:40.033,"mc_pm2_5",4.551,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 16:08:27.577,"mc_pm2_5",4.445,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 16:08:02.597,"mc_pm2_5",7.106,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 16:03:03.337,"mc_pm2_5",6.604,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 16:02:38.2,"mc_pm2_5",4.319,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 15:59:18.126,"mc_pm2_5",6.881,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 15:58:30.184,"mc_pm2_5",3.331,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 15:57:20.53,"mc_pm2_5",6.012,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 15:54:41.818,"mc_pm2_5",6.189,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 15:48:14.812,"mc_pm2_5",5.921,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 15:48:09.945,"mc_pm2_5",4.894,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 15:46:31.883,"mc_pm2_5",6.725,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 15:42:28.996,"mc_pm2_5",5.748,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 15:39:48.832,"mc_pm2_5",8.053,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 15:38:40.128,"mc_pm2_5",4.894,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 15:38:27.545,"mc_pm2_5",5.475,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 15:37:54.134,"mc_pm2_5",3.801,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 15:37:50.98,"mc_pm2_5",4.427,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 15:33:03.386,"mc_pm2_5",3.445,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 15:32:38.238,"mc_pm2_5",5.136,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 15:29:18.183,"mc_pm2_5",4.907,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 15:28:30.185,"mc_pm2_5",6.403,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 15:28:24.691,"mc_pm2_5",7.031,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 15:27:20.528,"mc_pm2_5",7.031,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 15:24:41.903,"mc_pm2_5",5.948,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 15:24:16.268,"mc_pm2_5",5.497,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 15:18:14.85,"mc_pm2_5",5.635,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 15:16:31.961,"mc_pm2_5",4.083,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 15:12:28.995,"mc_pm2_5",3.823,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 15:11:08.202,"mc_pm2_5",6.059,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 15:10:05.747,"mc_pm2_5",4.602,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 15:09:48.843,"mc_pm2_5",8.739,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 15:08:40.154,"mc_pm2_5",6.019,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 15:08:27.496,"mc_pm2_5",6.059,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 15:08:02.637,"mc_pm2_5",9.851,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 15:07:51.029,"mc_pm2_5",3.624,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 15:02:38.242,"mc_pm2_5",6.958,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 14:59:18.231,"mc_pm2_5",5.701,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 14:58:30.269,"mc_pm2_5",3.924,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 14:57:20.537,"mc_pm2_5",5.5,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 14:54:41.954,"mc_pm2_5",5.004,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 14:48:14.829,"mc_pm2_5",6.28,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 14:46:32.007,"mc_pm2_5",3.951,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 14:42:29.034,"mc_pm2_5",4.83,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 14:40:05.789,"mc_pm2_5",4.075,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 14:38:40.215,"mc_pm2_5",4.391,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 14:38:27.505,"mc_pm2_5",12.149,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 14:38:02.621,"mc_pm2_5",11.711,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 14:37:54.066,"mc_pm2_5",5.455,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 14:37:51.064,"mc_pm2_5",4.252,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 14:32:38.443,"mc_pm2_5",4.713,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 14:31:04.456,"mc_pm2_5",9.923,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 14:29:18.259,"mc_pm2_5",3.799,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 14:28:30.312,"mc_pm2_5",5.914,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 14:27:20.565,"mc_pm2_5",7.686,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 14:24:42.009,"mc_pm2_5",10.659,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 14:24:09.341,"mc_pm2_5",9.923,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 14:18:14.868,"mc_pm2_5",3.221,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 14:16:32.062,"mc_pm2_5",6.203,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 14:10:05.738,"mc_pm2_5",4.47,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 14:09:49.007,"mc_pm2_5",3.64,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 14:08:40.256,"mc_pm2_5",3.031,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 14:08:27.514,"mc_pm2_5",3.968,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 14:07:54.115,"mc_pm2_5",6.138,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 14:07:51.054,"mc_pm2_5",5.16,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 14:02:38.319,"mc_pm2_5",6.982,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 13:59:18.287,"mc_pm2_5",2.065,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 13:58:30.368,"mc_pm2_5",4.398,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 13:57:20.556,"mc_pm2_5",6.259,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 13:54:42.016,"mc_pm2_5",4.116,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 13:54:16.5,"mc_pm2_5",7.148,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 13:48:14.96,"mc_pm2_5",4.219,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 13:42:29.158,"mc_pm2_5",4.47,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 13:40:05.89,"mc_pm2_5",3.639,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 13:39:48.96,"mc_pm2_5",2.306,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 13:38:40.331,"mc_pm2_5",4.581,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 13:38:27.468,"mc_pm2_5",6.38,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 13:37:54.243,"mc_pm2_5",4.326,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 13:37:51.162,"mc_pm2_5",5.162,2024-12-08
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-08 13:35:41.347,"mc_pm2_5",6.483,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 13:32:38.311,"mc_pm2_5",3.377,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 13:29:18.304,"mc_pm2_5",3.396,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 13:28:30.384,"mc_pm2_5",8.232,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 13:27:20.684,"mc_pm2_5",5.794,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 13:24:42.114,"mc_pm2_5",4.854,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 13:24:09.4,"mc_pm2_5",6.572,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 13:22:51.282,"mc_pm2_5",6.383,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 13:22:22.152,"mc_pm2_5",5.16,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 13:18:14.968,"mc_pm2_5",5.757,2024-12-08
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-08 13:17:56.08,"mc_pm2_5",2.938,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 13:16:32.158,"mc_pm2_5",6.383,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 13:12:29.222,"mc_pm2_5",5.174,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 13:10:05.887,"mc_pm2_5",4.803,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 13:08:40.348,"mc_pm2_5",5.357,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 13:08:27.459,"mc_pm2_5",4.054,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 13:07:54.218,"mc_pm2_5",4.196,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 13:07:51.153,"mc_pm2_5",4.998,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 13:02:38.322,"mc_pm2_5",6.702,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 12:59:18.338,"mc_pm2_5",5.719,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 12:58:30.489,"mc_pm2_5",3.921,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 12:57:20.653,"mc_pm2_5",3.361,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 12:54:42.146,"mc_pm2_5",5.16,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 12:54:09.43,"mc_pm2_5",4.971,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 12:48:14.955,"mc_pm2_5",5.168,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 12:46:32.19,"mc_pm2_5",6.916,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 12:42:29.169,"mc_pm2_5",2.783,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 12:39:49.107,"mc_pm2_5",4.991,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 12:38:40.391,"mc_pm2_5",3.886,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 12:38:27.44,"mc_pm2_5",5.682,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 12:38:20.884,"mc_pm2_5",5.266,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 12:37:54.299,"mc_pm2_5",8.28,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 12:37:51.381,"mc_pm2_5",4.194,2024-12-08
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-08 12:33:03.657,"mc_pm2_5",5.918,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 12:32:38.356,"mc_pm2_5",6.02,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 12:29:18.356,"mc_pm2_5",3.292,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 12:28:30.493,"mc_pm2_5",5.143,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 12:27:20.606,"mc_pm2_5",5.162,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 12:24:42.193,"mc_pm2_5",5.014,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 12:24:09.548,"mc_pm2_5",3.956,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 12:19:34.682,"mc_pm2_5",3.469,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 12:18:14.985,"mc_pm2_5",5.72,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 12:16:31.973,"mc_pm2_5",4.375,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 12:15:30.938,"mc_pm2_5",3.655,2024-12-08
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-08 12:12:29.181,"mc_pm2_5",3.655,2024-12-08
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-08 12:10:05.914,"mc_pm2_5",5.166,2024-12-08
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-08 12:09:49.138,"mc_pm2_5",4.112,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 12:08:40.426,"mc_pm2_5",3.469,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 12:08:34.532,"mc_pm2_5",8.32,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 12:08:20.851,"mc_pm2_5",5.104,2024-12-08
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-08 12:07:54.346,"mc_pm2_5",6.634,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 12:02:38.361,"mc_pm2_5",7.152,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 11:59:18.383,"mc_pm2_5",4.331,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 11:59:13.289,"mc_pm2_5",3.497,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 11:58:30.54,"mc_pm2_5",6.844,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 11:57:20.757,"mc_pm2_5",3.497,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 11:56:34.122,"mc_pm2_5",2.106,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 11:54:42.247,"mc_pm2_5",8.927,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 11:54:09.48,"mc_pm2_5",6.489,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 11:52:05.589,"mc_pm2_5",5.053,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 11:51:09.486,"mc_pm2_5",5.053,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 11:48:15.066,"mc_pm2_5",4.725,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 11:46:32.262,"mc_pm2_5",5.025,2024-12-08
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-08 11:40:14.336,"mc_pm2_5",5.399,2024-12-08
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-08 11:38:40.461,"mc_pm2_5",3.836,2024-12-08
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-08 11:38:20.912,"mc_pm2_5",5.611,2024-12-08
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-08 11:38:18.797,"mc_pm2_5",5.053,2024-12-08
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-08 11:32:38.366,"mc_pm2_5",10.847,2024-12-08
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-08 11:29:37.336,"mc_pm2_5",7.881,2024-12-08
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-08 11:29:18.359,"mc_pm2_5",2.106,2024-12-08
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-08 11:28:30.56,"mc_pm2_5",5.164,2024-12-08
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-08 11:27:20.747,"mc_pm2_5",5.198,2024-12-08
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-08 11:24:42.297,"mc_pm2_5",6.507,2024-12-08
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-08 11:24:09.529,"mc_pm2_5",8.949,2024-12-08
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-08 11:18:15.06,"mc_pm2_5",8.277,2024-12-08
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-08 11:16:32.338,"mc_pm2_5",10.298,2024-12-08
