"location_name","latitude","longitude","device_number","device_eui","time","measure_name","value","Date"
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 07:32:45.909,"mc_pm2_5",1.112,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 07:31:07.223,"mc_pm2_5",1.885,2024-12-06
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-06 07:29:35.607,"mc_pm2_5",1.879,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 07:29:19.491,"mc_pm2_5",0.496,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 07:28:32.841,"mc_pm2_5",8.577,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 07:28:27.849,"mc_pm2_5",2.453,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 07:27:20.003,"mc_pm2_5",1.75,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 07:24:46.165,"mc_pm2_5",3.576,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 07:22:32.994,"mc_pm2_5",0.557,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 07:16:35.984,"mc_pm2_5",2.18,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 07:12:30.293,"mc_pm2_5",0.608,2024-12-06
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-06 07:10:59.945,"mc_pm2_5",3.374,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 07:10:08.658,"mc_pm2_5",2.255,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 07:07:59.574,"mc_pm2_5",1.205,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 07:07:58.823,"mc_pm2_5",0.604,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 07:03:00.712,"mc_pm2_5",1.62,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 07:02:52.935,"mc_pm2_5",1.112,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 07:01:45.009,"mc_pm2_5",1.585,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 07:01:06.96,"mc_pm2_5",1.245,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 06:59:19.513,"mc_pm2_5",1.455,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 06:58:32.87,"mc_pm2_5",0.416,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 06:58:27.893,"mc_pm2_5",1.585,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 06:57:20.002,"mc_pm2_5",0.676,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 06:54:46.176,"mc_pm2_5",1.102,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 06:52:33.021,"mc_pm2_5",0.721,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 06:46:35.971,"mc_pm2_5",1.673,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 06:42:46.575,"mc_pm2_5",1.336,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 06:42:30.372,"mc_pm2_5",1.075,2024-12-06
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-06 06:40:59.95,"mc_pm2_5",1.527,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 06:40:08.68,"mc_pm2_5",1.873,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 06:37:59.629,"mc_pm2_5",1.188,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 06:37:58.814,"mc_pm2_5",1.237,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 06:34:30.112,"mc_pm2_5",2.863,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 06:33:04.105,"mc_pm2_5",1.082,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 06:32:52.931,"mc_pm2_5",1.198,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 06:31:07.259,"mc_pm2_5",1.136,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 06:29:19.471,"mc_pm2_5",1.652,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 06:28:32.935,"mc_pm2_5",0.518,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 06:28:27.815,"mc_pm2_5",1.968,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 06:27:19.961,"mc_pm2_5",5.245,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 06:24:46.175,"mc_pm2_5",1.199,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 06:24:10.731,"mc_pm2_5",1.515,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 06:12:30.281,"mc_pm2_5",2.863,2024-12-06
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-06 06:10:59.977,"mc_pm2_5",1.731,2024-12-06
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-06 06:09:53.469,"mc_pm2_5",2.745,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 06:07:59.495,"mc_pm2_5",1.491,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 06:07:58.873,"mc_pm2_5",2.108,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 06:03:04.103,"mc_pm2_5",2.159,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 06:02:38.614,"mc_pm2_5",1.361,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 06:01:07.319,"mc_pm2_5",6.752,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 05:59:19.5,"mc_pm2_5",0.512,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 05:58:32.899,"mc_pm2_5",2.514,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 05:58:27.787,"mc_pm2_5",0.854,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 05:57:19.987,"mc_pm2_5",1.446,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 05:54:10.594,"mc_pm2_5",0.615,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 05:52:32.973,"mc_pm2_5",0.577,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 05:46:36.028,"mc_pm2_5",0.69,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 05:42:30.293,"mc_pm2_5",4.498,2024-12-06
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-06 05:41:00.144,"mc_pm2_5",2.012,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 05:40:08.885,"mc_pm2_5",1.109,2024-12-06
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-06 05:39:53.595,"mc_pm2_5",0.835,2024-12-06
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-06 05:38:22.202,"mc_pm2_5",0.66,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 05:37:59.454,"mc_pm2_5",1.433,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 05:37:57.432,"mc_pm2_5",1.452,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 05:33:04.2,"mc_pm2_5",4.401,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 05:32:38.882,"mc_pm2_5",0,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 05:31:07.301,"mc_pm2_5",0.577,2024-12-06
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-06 05:29:35.243,"mc_pm2_5",1.851,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 05:29:19.502,"mc_pm2_5",3.181,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 05:28:32.929,"mc_pm2_5",1.23,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 05:28:27.75,"mc_pm2_5",2.367,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 05:27:19.977,"mc_pm2_5",0.986,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 05:24:46.262,"mc_pm2_5",2.312,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 05:24:10.58,"mc_pm2_5",2.064,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 05:22:33.061,"mc_pm2_5",4.664,2024-12-06
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-06 05:17:56.613,"mc_pm2_5",0.667,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 05:12:30.261,"mc_pm2_5",2.833,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 05:10:08.832,"mc_pm2_5",3.172,2024-12-06
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-06 05:09:53.625,"mc_pm2_5",0.674,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 05:07:59.423,"mc_pm2_5",0.522,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 05:07:58.936,"mc_pm2_5",1.315,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 05:04:13.771,"mc_pm2_5",1.082,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 05:03:04.107,"mc_pm2_5",1.136,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 05:02:38.891,"mc_pm2_5",1.352,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 05:01:07.32,"mc_pm2_5",6.875,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 04:59:19.502,"mc_pm2_5",0.507,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 04:58:32.952,"mc_pm2_5",2.1,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 04:58:27.726,"mc_pm2_5",2.361,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 04:57:19.965,"mc_pm2_5",1.003,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 04:54:46.332,"mc_pm2_5",1.082,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 04:54:10.605,"mc_pm2_5",0.796,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 04:52:32.991,"mc_pm2_5",3.592,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 04:46:36.09,"mc_pm2_5",0.666,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 04:42:30.302,"mc_pm2_5",1.089,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 04:37:59.396,"mc_pm2_5",3.218,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 04:37:58.977,"mc_pm2_5",2.007,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 04:32:38.892,"mc_pm2_5",2.206,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 04:31:07.365,"mc_pm2_5",0.812,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 04:29:19.498,"mc_pm2_5",2.243,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 04:28:32.932,"mc_pm2_5",1.306,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 04:28:31.856,"mc_pm2_5",3.504,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 04:28:27.667,"mc_pm2_5",1.491,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 04:27:19.947,"mc_pm2_5",3.504,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 04:24:46.362,"mc_pm2_5",0.526,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 04:24:10.592,"mc_pm2_5",0.738,2024-12-06
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-06 04:17:56.53,"mc_pm2_5",0.855,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 04:16:35.811,"mc_pm2_5",0.727,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 04:10:08.742,"mc_pm2_5",0.619,2024-12-06
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-06 04:09:53.566,"mc_pm2_5",3.872,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 04:07:59.34,"mc_pm2_5",1.281,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 04:07:58.989,"mc_pm2_5",1.155,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 04:03:04.112,"mc_pm2_5",1.358,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 04:02:38.911,"mc_pm2_5",0.8,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 04:01:07.363,"mc_pm2_5",1.617,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 03:59:19.51,"mc_pm2_5",1.517,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 03:58:32.958,"mc_pm2_5",2.266,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 03:58:27.621,"mc_pm2_5",2.395,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 03:57:19.968,"mc_pm2_5",1.056,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 03:54:46.428,"mc_pm2_5",1.747,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 03:49:14.647,"mc_pm2_5",1.167,2024-12-06
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-06 03:47:56.55,"mc_pm2_5",1.924,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 03:47:25.497,"mc_pm2_5",2.483,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 03:46:36.163,"mc_pm2_5",2.646,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 03:37:59.307,"mc_pm2_5",0.55,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 03:37:59.102,"mc_pm2_5",1.353,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 03:32:38.885,"mc_pm2_5",1.336,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 03:31:07.381,"mc_pm2_5",4.275,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 03:29:19.507,"mc_pm2_5",1.01,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 03:28:32.982,"mc_pm2_5",2.2,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 03:28:29.663,"mc_pm2_5",1.824,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 03:28:27.589,"mc_pm2_5",2.483,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 03:27:18.443,"mc_pm2_5",2.699,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 03:24:46.422,"mc_pm2_5",1.037,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 03:24:10.627,"mc_pm2_5",1.167,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 03:16:36.15,"mc_pm2_5",0.948,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 03:07:59.282,"mc_pm2_5",2.217,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 03:07:59.053,"mc_pm2_5",3.32,2024-12-06
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-06 03:03:04.113,"mc_pm2_5",1.72,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 03:02:38.909,"mc_pm2_5",0,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 03:01:07.428,"mc_pm2_5",3.927,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 02:59:19.519,"mc_pm2_5",1.592,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 02:58:32.964,"mc_pm2_5",3.135,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 02:58:27.533,"mc_pm2_5",2.025,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 02:57:26.932,"mc_pm2_5",1.38,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 02:54:46.451,"mc_pm2_5",1.359,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 02:54:10.62,"mc_pm2_5",2.895,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 02:52:33.02,"mc_pm2_5",1.573,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 02:46:36.181,"mc_pm2_5",0.745,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 02:43:14.77,"mc_pm2_5",1.131,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 02:42:30.287,"mc_pm2_5",1.584,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 02:37:59.23,"mc_pm2_5",1.131,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 02:32:38.882,"mc_pm2_5",1.198,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 02:31:07.449,"mc_pm2_5",1.78,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 02:29:19.517,"mc_pm2_5",3.521,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 02:28:33.024,"mc_pm2_5",0.989,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 02:28:27.481,"mc_pm2_5",1.101,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 02:27:26.923,"mc_pm2_5",0.848,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 02:24:46.523,"mc_pm2_5",3.265,2024-12-06
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-06 02:24:10.628,"mc_pm2_5",2.174,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 02:22:33.133,"mc_pm2_5",3.163,2024-12-06
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-06 02:22:12.412,"mc_pm2_5",1.714,2024-12-06
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-06 02:17:56.566,"mc_pm2_5",3.784,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 02:16:36.237,"mc_pm2_5",3.249,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 02:12:30.291,"mc_pm2_5",0.834,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 02:10:08.843,"mc_pm2_5",0.661,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 02:07:59.189,"mc_pm2_5",2.484,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 02:07:59.14,"mc_pm2_5",1.129,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 02:02:38.882,"mc_pm2_5",1.314,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 02:01:07.433,"mc_pm2_5",3.817,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 01:59:19.481,"mc_pm2_5",0.471,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 01:58:33.003,"mc_pm2_5",5.092,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 01:58:27.478,"mc_pm2_5",1.222,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 01:57:26.895,"mc_pm2_5",2.732,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 01:54:46.515,"mc_pm2_5",0.942,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 01:54:21.58,"mc_pm2_5",1.1,2024-12-06
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-06 01:52:33.019,"mc_pm2_5",2.863,2024-12-06
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-06 01:46:36.239,"mc_pm2_5",1.372,2024-12-06
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-06 01:42:30.261,"mc_pm2_5",1.261,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 01:40:08.876,"mc_pm2_5",0.84,2024-12-06
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-06 01:37:59.171,"mc_pm2_5",0.979,2024-12-06
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-06 01:37:59.17,"mc_pm2_5",0.699,2024-12-06
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-06 01:33:35.654,"mc_pm2_5",1.653,2024-12-06
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-06 01:32:38.916,"mc_pm2_5",3.254,2024-12-06
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-06 01:31:07.487,"mc_pm2_5",1.288,2024-12-06
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-06 01:29:19.523,"mc_pm2_5",0.843,2024-12-06
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-06 01:28:33.019,"mc_pm2_5",2.603,2024-12-06
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-06 01:28:27.47,"mc_pm2_5",3.391,2024-12-06
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-06 01:27:26.911,"mc_pm2_5",3.506,2024-12-06
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-06 01:24:46.575,"mc_pm2_5",1.1,2024-12-06
